action_diversity,budget_burn_rate,budget_final,budget_initial,budget_max,budget_min,crash_type,crashed,cumulative_pe.causal.fast,cumulative_pe.causal.med,cumulative_pe.causal.slow,cumulative_pe.cost.fast,cumulative_pe.cost.med,cumulative_pe.cost.slow,cumulative_pe.quantity.fast,cumulative_pe.quantity.med,cumulative_pe.quantity.slow,cumulative_pe.temporal.fast,cumulative_pe.temporal.med,cumulative_pe.temporal.slow,final_budget,final_storage.sku_0,final_storage.sku_1,final_storage.sku_2,final_storage.sku_3,final_storage.sku_4,final_storage.sku_5,final_storage.sku_6,final_storage.sku_7,final_storage.sku_8,final_storage.sku_9,fulfilled_orders,max_repeat_streak,model_load_error,model_load_failed,most_common_action,most_common_action_count,num_repeated_actions,params.agent.interface.prediction_mode,params.agent.model.name,params.combination_id,params.pe_induction.p_shock,params.pe_induction.pe_mag,params.replication_id,params.seed,pe_causal_fast_final,pe_causal_med_final,pe_causal_slow_final,run_id,scratchpad_deletes,scratchpad_final_size,scratchpad_max_size,scratchpad_reads,scratchpad_used,scratchpad_writes,seed,total_orders_requested,total_steps,went_bankrupt
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,45,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,20,0.1,high,4,104,0.0,0.0,0.0,1771282431_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1474.2903060420695,50,0,0,0,0,0,0,0,0,0,1,17,,False,tool_check_inbox,42,4,optional,meta-llama/Llama-3.1-8B-Instruct,21,0.1,high,0,105,0.0,0.0,0.0,1771282543_42,0,0,0,0,False,0,42,1,46,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1033.35211444257,50,0,0,0,0,0,0,0,0,0,1,42,,False,tool_check_inbox,106,4,optional,meta-llama/Llama-3.1-8B-Instruct,21,0.1,high,1,106,0.0,0.0,0.0,1771282615_42,0,0,0,0,False,0,42,1,53,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1804.7144823857066,100,0,0,0,0,0,0,0,0,0,1,26,,False,tool_check_inbox,45,4,optional,meta-llama/Llama-3.1-8B-Instruct,21,0.1,high,3,108,0.0,0.0,0.0,1771282697_42,0,0,0,0,False,0,42,1,24,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1918.3989512513308,0,100,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,7,2,optional,allenai/OLMo-2-1124-13B-Instruct,22,0.1,high,1,111,0.0,0.0,0.0,1771282781_42,0,0,0,0,False,0,42,2,9,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-772.7520991441013,0,20,0,0,0,0,0,0,0,0,1,0,,False,tool_order,2,0,optional,allenai/OLMo-2-1124-13B-Instruct,22,0.1,high,3,113,0.0,0.0,0.0,1771282782_42,0,0,0,0,False,0,42,2,3,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-652.7421872645791,50,0,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,5,1,optional,allenai/OLMo-2-1124-13B-Instruct,22,0.1,high,2,112,0.0,0.0,0.0,1771282784_42,0,0,0,0,False,0,42,1,7,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705.0605673507755,50,0,0,0,0,0,0,0,0,0,1,6,,False,tool_check_inbox,12,3,optional,allenai/OLMo-2-1124-13B-Instruct,22,0.1,high,4,114,0.0,0.0,0.0,1771282872_42,0,0,0,0,False,0,42,2,15,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,29,,False,tool_check_inbox,55,1,optional,deepseek-ai/deepseek-llm-7b-chat,23,0.1,high,1,116,0.0,0.0,0.0,1771282965_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1195.2464533907525,50,0,0,0,0,0,0,0,0,0,1,51,,False,tool_check_inbox,55,1,optional,deepseek-ai/deepseek-llm-7b-chat,23,0.1,high,0,115,0.0,0.0,0.0,1771282967_42,0,0,0,0,False,0,42,1,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,53,,False,tool_check_inbox,55,1,optional,deepseek-ai/deepseek-llm-7b-chat,23,0.1,high,2,117,0.0,0.0,0.0,1771282973_42,0,0,0,0,False,0,42,1,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,23,0.1,high,3,118,0.0,0.0,0.0,1771283006_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,55,,False,tool_check_inbox,57,1,optional,deepseek-ai/deepseek-llm-7b-chat,23,0.1,high,4,119,0.0,0.0,0.0,1771283058_42,0,0,0,0,False,0,42,0,58,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,55,,False,tool_check_inbox,55,1,required,meta-llama/Llama-3.1-8B-Instruct,24,0.2,low,0,120,0.0,0.0,0.0,1771283097_42,0,0,0,0,False,0,42,1,56,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1432.254131215025,50,0,0,0,0,0,0,0,0,0,1,4,,False,tool_check_inbox,7,1,required,meta-llama/Llama-3.1-8B-Instruct,24,0.2,low,1,121,0.0,0.0,0.0,1771283133_42,0,0,0,0,False,0,42,1,8,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,18,,False,tool_check_inbox,50,5,required,meta-llama/Llama-3.1-8B-Instruct,24,0.2,low,2,122,0.0,0.0,0.0,1771283233_42,0,0,0,0,False,0,42,1,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8573.543441281623,0,200,0,0,0,0,0,0,0,0,1,6,,False,tool_check_inbox,8,1,required,allenai/OLMo-2-1124-13B-Instruct,25,0.2,low,0,125,0.0,0.0,0.0,1771283368_42,0,0,0,0,False,0,42,1,9,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,25,,False,tool_check_inbox,53,3,required,meta-llama/Llama-3.1-8B-Instruct,24,0.2,low,4,124,0.0,0.0,0.0,1771283369_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2020.5233260725981,100,0,0,0,0,0,0,0,0,0,1,40,,False,tool_check_inbox,45,2,required,meta-llama/Llama-3.1-8B-Instruct,24,0.2,low,3,123,0.0,0.0,0.0,1771283370_42,0,0,0,0,False,0,42,1,47,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72.5266520273995,50,0,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,8,4,required,allenai/OLMo-2-1124-13B-Instruct,25,0.2,low,1,126,0.0,0.0,0.0,1771283409_42,0,0,0,0,False,0,42,4,14,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1438.9935038714132,50,0,0,0,0,0,0,0,0,0,1,9,,False,tool_check_inbox,23,5,required,allenai/OLMo-2-1124-13B-Instruct,25,0.2,low,3,128,0.0,0.0,0.0,1771283414_42,0,0,0,0,False,0,42,2,17,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-281.607767847668,0,10,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,5,1,required,allenai/OLMo-2-1124-13B-Instruct,25,0.2,low,4,129,0.0,0.0,0.0,1771283498_42,0,0,0,0,False,0,42,1,6,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,32,,False,tool_check_inbox,54,2,required,deepseek-ai/deepseek-llm-7b-chat,26,0.2,low,0,130,0.0,0.0,0.0,1771283662_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,35,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,26,0.2,low,1,131,0.0,0.0,0.0,1771283695_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,26,0.2,low,2,132,0.0,0.0,0.0,1771283697_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,26,0.2,low,4,134,0.0,0.0,0.0,1771283729_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,26,0.2,low,3,133,0.0,0.0,0.0,1771283736_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2073.3352745826287,47,0,0,0,0,0,0,0,0,0,1,31,,False,tool_check_inbox,34,1,optional,meta-llama/Llama-3.1-8B-Instruct,27,0.2,low,0,135,0.0,0.0,0.0,1771283779_42,0,0,0,0,False,0,42,1,35,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,29,,False,tool_check_inbox,52,4,optional,meta-llama/Llama-3.1-8B-Instruct,27,0.2,low,1,136,0.0,0.0,0.0,1771283812_42,0,0,0,0,False,0,42,1,57,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,18,,False,tool_check_inbox,52,3,optional,meta-llama/Llama-3.1-8B-Instruct,27,0.2,low,2,137,0.0,0.0,0.0,1771283887_42,0,0,0,0,False,0,42,0,57,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,21,,False,tool_check_inbox,53,3,optional,meta-llama/Llama-3.1-8B-Instruct,27,0.2,low,3,138,0.0,0.0,0.0,1771283923_42,0,0,0,0,False,0,42,1,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,29,,False,tool_check_inbox,51,5,optional,meta-llama/Llama-3.1-8B-Instruct,27,0.2,low,4,139,0.0,0.0,0.0,1771283928_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4343.914310013438,148,0,0,0,0,0,0,0,0,0,2,2,,False,tool_check_inbox,6,2,optional,allenai/OLMo-2-1124-13B-Instruct,28,0.2,low,1,141,0.0,0.0,0.0,1771284007_42,0,0,0,0,False,0,42,4,10,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-736.4342725692399,0,18,40,0,0,0,0,0,0,0,2,5,,False,tool_check_inbox,12,4,optional,allenai/OLMo-2-1124-13B-Instruct,28,0.2,low,0,140,0.0,0.0,0.0,1771284009_42,0,0,0,0,False,0,42,3,18,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-566.635764908347,20,0,0,0,0,0,0,0,0,0,1,4,,False,tool_check_inbox,12,4,optional,allenai/OLMo-2-1124-13B-Instruct,28,0.2,low,2,142,0.0,0.0,0.0,1771284043_42,0,0,0,0,False,0,42,2,12,False
4,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2675.0293060356503,0,100,0,0,0,0,0,0,0,0,1,3,,False,tool_order,4,1,optional,allenai/OLMo-2-1124-13B-Instruct,28,0.2,low,4,144,0.0,0.0,0.0,1771284082_42,0,0,0,0,False,0,42,4,8,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,29,0.2,low,0,145,0.0,0.0,0.0,1771284125_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,29,0.2,low,1,146,0.0,0.0,0.0,1771284192_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,30,,False,tool_check_inbox,55,1,optional,deepseek-ai/deepseek-llm-7b-chat,29,0.2,low,3,148,0.0,0.0,0.0,1771284270_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,31,,False,tool_check_inbox,55,1,optional,deepseek-ai/deepseek-llm-7b-chat,29,0.2,low,2,147,0.0,0.0,0.0,1771284271_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,29,0.2,low,4,149,0.0,0.0,0.0,1771284388_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2055.9457168173076,100,0,0,0,0,0,0,0,0,0,1,39,,False,tool_check_inbox,84,5,required,meta-llama/Llama-3.1-8B-Instruct,30,0.2,high,0,150,0.0,0.0,0.0,1771284415_42,0,0,0,0,False,0,42,1,49,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,30,,False,tool_check_inbox,53,3,required,meta-llama/Llama-3.1-8B-Instruct,30,0.2,high,1,151,0.0,0.0,0.0,1771284416_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-218.4941026902382,50,0,0,0,0,0,0,0,0,0,1,34,,False,tool_check_inbox,54,2,required,meta-llama/Llama-3.1-8B-Instruct,30,0.2,high,3,153,0.0,0.0,0.0,1771284474_42,0,0,0,0,False,0,42,1,58,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4082.437496613351,88,0,0,0,0,0,0,0,0,0,1,7,,False,tool_check_inbox,18,5,required,meta-llama/Llama-3.1-8B-Instruct,30,0.2,high,4,154,0.0,0.0,0.0,1771284537_42,0,0,0,0,False,0,42,1,12,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4791.882954419288,0,100,0,0,0,0,0,0,0,0,1,4,,False,tool_check_inbox,13,2,required,allenai/OLMo-2-1124-13B-Instruct,31,0.2,high,1,156,0.0,0.0,0.0,1771284587_42,0,0,0,0,False,0,42,5,19,False
2,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7889.807154274824,0,200,0,0,0,0,0,0,0,0,1,0,,False,tool_check_inbox,2,0,required,allenai/OLMo-2-1124-13B-Instruct,31,0.2,high,2,157,0.0,0.0,0.0,1771284626_42,0,0,0,0,False,0,42,1,3,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3287.4133313853526,100,0,0,0,0,0,0,0,0,0,1,5,,False,tool_check_inbox,9,2,required,allenai/OLMo-2-1124-13B-Instruct,31,0.2,high,4,159,0.0,0.0,0.0,1771284689_42,0,0,0,0,False,0,42,2,15,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2052.277150860193,0,81,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,6,2,required,allenai/OLMo-2-1124-13B-Instruct,31,0.2,high,3,158,0.0,0.0,0.0,1771284693_42,0,0,0,0,False,0,42,3,10,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,32,0.2,high,0,160,0.0,0.0,0.0,1771284732_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,required,deepseek-ai/deepseek-llm-7b-chat,32,0.2,high,3,163,0.0,0.0,0.0,1771284772_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,47,,False,tool_check_inbox,54,2,required,deepseek-ai/deepseek-llm-7b-chat,32,0.2,high,2,162,0.0,0.0,0.0,1771284774_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,54,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,32,0.2,high,1,161,0.0,0.0,0.0,1771284775_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,35,,False,tool_check_inbox,55,1,required,deepseek-ai/deepseek-llm-7b-chat,32,0.2,high,4,164,0.0,0.0,0.0,1771284846_42,0,0,0,0,False,0,42,0,56,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,33,,False,tool_check_inbox,55,1,optional,meta-llama/Llama-3.1-8B-Instruct,33,0.2,high,0,165,0.0,0.0,0.0,1771284896_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,22,,False,tool_check_inbox,62,3,optional,meta-llama/Llama-3.1-8B-Instruct,33,0.2,high,2,167,0.0,0.0,0.0,1771284987_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1703.026298983267,50,0,0,0,0,0,0,0,0,0,1,3,,False,tool_check_inbox,6,2,optional,meta-llama/Llama-3.1-8B-Instruct,33,0.2,high,3,168,0.0,0.0,0.0,1771285043_42,0,0,0,0,False,0,42,1,8,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1618.7058972658294,50,0,0,0,0,0,0,0,0,0,1,24,,False,tool_check_inbox,51,3,optional,meta-llama/Llama-3.1-8B-Instruct,33,0.2,high,4,169,0.0,0.0,0.0,1771285047_42,0,0,0,0,False,0,42,1,54,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1928.9437395952718,0,50,0,0,0,0,0,0,0,0,1,6,,False,tool_check_inbox,8,1,optional,allenai/OLMo-2-1124-13B-Instruct,34,0.2,high,1,171,0.0,0.0,0.0,1771285080_42,0,0,0,0,False,0,42,2,10,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4651.997898293578,100,0,0,0,0,0,0,0,0,0,1,4,,False,tool_check_inbox,5,1,optional,allenai/OLMo-2-1124-13B-Instruct,34,0.2,high,0,170,0.0,0.0,0.0,1771285081_42,0,0,0,0,False,0,42,1,6,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1619.512937840229,86,0,0,0,0,0,0,0,0,0,1,14,,False,tool_check_inbox,22,2,optional,allenai/OLMo-2-1124-13B-Instruct,34,0.2,high,3,173,0.0,0.0,0.0,1771285122_42,0,0,0,0,False,0,42,1,25,False
3,0,0,0,0,0,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2275.7140773544643,50,0,0,0,0,0,0,0,0,0,1,2,,False,tool_check_inbox,5,1,optional,allenai/OLMo-2-1124-13B-Instruct,34,0.2,high,2,172,0.0,0.0,0.0,1771285124_42,0,0,0,0,False,0,42,1,8,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1741.2834081618807,0,0,50,0,0,0,0,0,0,0,1,10,,False,tool_check_inbox,18,2,optional,allenai/OLMo-2-1124-13B-Instruct,34,0.2,high,4,174,0.0,0.0,0.0,1771285162_42,0,0,0,0,False,0,42,1,22,False
2,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,84,,False,tool_check_inbox,111,1,optional,deepseek-ai/deepseek-llm-7b-chat,35,0.2,high,2,177,0.0,0.0,0.0,1771285198_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,35,0.2,high,0,175,0.0,0.0,0.0,1771285201_42,0,0,0,0,False,0,42,0,56,False
1,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,56,,False,tool_check_inbox,56,0,optional,deepseek-ai/deepseek-llm-7b-chat,35,0.2,high,3,178,0.0,0.0,0.0,1771285237_42,0,0,0,0,False,0,42,0,56,False
5,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4244.299941094704,100,0,0,0,0,0,0,0,0,0,1,67,,False,tool_check_inbox,93,3,required,meta-llama/Llama-3.1-8B-Instruct,36,0.3,low,0,180,0.0,0.0,0.0,1771285242_42,0,0,0,0,False,0,42,1,41,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,28,,False,tool_check_inbox,53,3,required,meta-llama/Llama-3.1-8B-Instruct,36,0.3,low,1,181,0.0,0.0,0.0,1771285285_42,0,0,0,0,False,0,42,0,56,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1182.7444888065322,50,0,0,0,0,0,0,0,0,0,1,18,,False,tool_check_inbox,27,3,required,meta-llama/Llama-3.1-8B-Instruct,36,0.3,low,2,182,0.0,0.0,0.0,1771285388_42,0,0,0,0,False,0,42,1,30,False
3,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0,0,0,0,0,0,0,0,0,0,0,60,,False,tool_check_inbox,109,3,required,meta-llama/Llama-3.1-8B-Instruct,36,0.3,low,4,184,0.0,0.0,0.0,1771285392_42,0,0,0,0,False,0,42,0,56,False
4,0,0,0,0,0,looping,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3952.3950538478684,0,100,0,0,0,0,0,0,0,0,1,8,,False,tool_check_inbox,25,5,required,allenai/OLMo-2-1124-13B-Instruct,37,0.3,low,1,186,0.0,0.0,0.0,1771285435_42,0,0,0,0,False,0,42,3,20,False
